,five_stars,four_stars,three_stars,two_stars,one_star,zero_star
1573,"['hotels-lodgings', 'gyms', 'beauty-spas']",['burger-pizza'],"['zoo', 'restaurants', 'pubs-bars']",['malls'],"['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1574,"['malls', 'hotels-lodgings', 'juice-bars', 'gyms', 'beauty-spas']",['burger-pizza'],"['zoo', 'restaurants', 'pubs-bars']",[],"['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'art-galleries', 'dance-clubs', 'swimming-pools', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1575,"['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'gyms']",[],"['zoo', 'restaurants', 'pubs-bars']",[],"['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'art-galleries', 'dance-clubs', 'swimming-pools', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1576,"['malls', 'burger-pizza', 'juice-bars', 'gyms', 'beauty-spas']",['hotels-lodgings'],"['zoo', 'restaurants', 'pubs-bars']",['theatres'],"['churches', 'resorts', 'beaches', 'parks', 'museums', 'art-galleries', 'dance-clubs', 'swimming-pools', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1577,"['malls', 'juice-bars', 'gyms']","['burger-pizza', 'hotels-lodgings']","['zoo', 'restaurants', 'pubs-bars']",[],"['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'art-galleries', 'dance-clubs', 'swimming-pools', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1578,"['malls', 'hotels-lodgings', 'gyms']",['burger-pizza'],"['zoo', 'restaurants', 'pubs-bars']",[],"['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'juice-bars', 'art-galleries', 'dance-clubs', 'swimming-pools', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1579,"['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'gyms']",[],"['restaurants', 'pubs-bars']","['museums', 'zoo']","['churches', 'resorts', 'beaches', 'parks', 'theatres', 'art-galleries', 'dance-clubs', 'swimming-pools', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1580,"['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'gyms', 'beauty-spas']",[],"['restaurants', 'pubs-bars']","['museums', 'zoo']","['churches', 'resorts', 'beaches', 'parks', 'theatres', 'art-galleries', 'dance-clubs', 'swimming-pools', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1581,"['malls', 'hotels-lodgings', 'juice-bars', 'beauty-spas']",['burger-pizza'],"['restaurants', 'pubs-bars']","['museums', 'zoo']","['churches', 'resorts', 'beaches', 'parks', 'theatres', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1582,"['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars']",['zoo'],"['churches', 'resorts', 'beaches', 'parks', 'theatres', 'museums', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1583,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars']","['beaches', 'malls', 'zoo']","['churches', 'resorts', 'parks', 'theatres', 'museums', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1584,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'dance-clubs']",[],"['restaurants', 'pubs-bars']","['beaches', 'malls', 'zoo']","['churches', 'resorts', 'parks', 'theatres', 'museums', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1585,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars']","['beaches', 'malls', 'zoo']","['churches', 'resorts', 'parks', 'theatres', 'museums', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1586,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars']","['beaches', 'malls', 'zoo']","['churches', 'resorts', 'parks', 'theatres', 'museums', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1587,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars']","['beaches', 'malls', 'zoo']","['churches', 'resorts', 'parks', 'theatres', 'museums', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1588,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars']","['beaches', 'museums', 'malls', 'zoo']","['churches', 'resorts', 'parks', 'theatres', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1589,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars']","['beaches', 'museums', 'malls', 'zoo']","['churches', 'resorts', 'parks', 'theatres', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1590,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars']","['beaches', 'museums', 'malls', 'zoo']","['churches', 'resorts', 'parks', 'theatres', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1591,"['burger-pizza', 'juice-bars', 'art-galleries', 'beauty-spas']",['hotels-lodgings'],"['restaurants', 'pubs-bars']","['beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1592,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'beauty-spas']",[],"['restaurants', 'pubs-bars']","['beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1593,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'beauty-spas']",[],"['restaurants', 'pubs-bars']","['beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1594,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars']","['beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1595,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars']","['beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1596,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars']","['beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1597,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],['pubs-bars'],"['beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'restaurants']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1598,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'bakeries']",[],['pubs-bars'],"['beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'restaurants']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1599,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'bakeries']",[],['pubs-bars'],"['beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'restaurants']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1600,"['hotels-lodgings', 'juice-bars', 'art-galleries', 'bakeries']",[],"['pubs-bars', 'burger-pizza']","['beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'restaurants']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1601,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'bakeries']",[],"['restaurants', 'pubs-bars']","['beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1602,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'beauty-spas']",[],"['restaurants', 'pubs-bars']","['beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1603,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars']","['beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1604,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'beauty-spas']",[],"['restaurants', 'pubs-bars']","['beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo']","['churches', 'resorts', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1605,"['juice-bars', 'beauty-spas']",[],"['restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings']","['beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo']","['churches', 'resorts', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1606,"['hotels-lodgings', 'juice-bars', 'beauty-spas']",[],"['restaurants', 'pubs-bars', 'burger-pizza']","['beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo']","['churches', 'resorts', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1607,"['hotels-lodgings', 'juice-bars', 'beauty-spas']",[],"['zoo', 'restaurants', 'pubs-bars', 'burger-pizza']","['beaches', 'parks', 'theatres', 'museums', 'malls']","['churches', 'resorts', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1608,"['hotels-lodgings', 'juice-bars', 'beauty-spas']",[],"['zoo', 'restaurants', 'pubs-bars', 'burger-pizza']","['beaches', 'parks', 'theatres', 'museums', 'malls']","['churches', 'resorts', 'art-galleries', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1609,"['malls', 'juice-bars', 'art-galleries', 'beauty-spas', 'cafes']",[],"['zoo', 'restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings']","['beaches', 'parks', 'theatres', 'museums']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'view-points', 'monuments', 'gardens']",[]
1610,"['malls', 'burger-pizza', 'juice-bars', 'art-galleries', 'beauty-spas']",[],"['restaurants', 'pubs-bars', 'hotels-lodgings']","['beaches', 'parks', 'theatres', 'museums', 'zoo']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1611,"['malls', 'juice-bars', 'art-galleries', 'beauty-spas']",[],"['restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings']","['beaches', 'parks', 'theatres', 'museums', 'zoo']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1612,"['malls', 'burger-pizza', 'juice-bars', 'art-galleries', 'beauty-spas']",[],"['restaurants', 'pubs-bars', 'hotels-lodgings']","['beaches', 'parks', 'theatres', 'museums', 'zoo']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1613,"['malls', 'burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'beauty-spas']",[],"['restaurants', 'pubs-bars', 'bakeries']","['beaches', 'parks', 'theatres', 'museums', 'zoo']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1614,"['malls', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'beauty-spas']",[],"['restaurants', 'burger-pizza']","['beaches', 'parks', 'theatres', 'museums', 'zoo', 'pubs-bars']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1615,"['malls', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'beauty-spas']",[],"['restaurants', 'burger-pizza']","['beaches', 'parks', 'theatres', 'museums', 'zoo', 'pubs-bars']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1616,"['malls', 'juice-bars', 'art-galleries', 'beauty-spas']",[],"['restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings']","['beaches', 'parks', 'theatres', 'museums', 'zoo']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1617,"['malls', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'beauty-spas']",[],"['restaurants', 'pubs-bars', 'burger-pizza']","['beaches', 'parks', 'theatres', 'museums', 'zoo']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1618,"['malls', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'beauty-spas']",[],"['restaurants', 'pubs-bars', 'burger-pizza']","['beaches', 'parks', 'theatres', 'museums', 'zoo']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1619,"['malls', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'beauty-spas']",[],"['restaurants', 'pubs-bars', 'burger-pizza']","['beaches', 'parks', 'theatres', 'museums', 'zoo']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1620,"['malls', 'hotels-lodgings', 'juice-bars', 'art-galleries', 'beauty-spas']",[],"['restaurants', 'pubs-bars', 'burger-pizza']","['beaches', 'parks', 'theatres', 'museums', 'zoo']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1621,"['hotels-lodgings', 'juice-bars', 'art-galleries', 'beauty-spas']",[],"['restaurants', 'pubs-bars', 'burger-pizza', 'bakeries']","['beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1622,"['hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars', 'burger-pizza', 'bakeries']","['beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1623,"['malls', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['zoo', 'restaurants', 'pubs-bars', 'burger-pizza']","['beaches', 'parks', 'theatres', 'museums', 'view-points']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'monuments', 'gardens']",[]
1624,"['malls', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'bakeries']","['beaches', 'parks', 'theatres', 'museums', 'zoo']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1625,"['malls', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'bakeries']","['beaches', 'parks', 'theatres', 'museums', 'zoo']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1626,"['hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars', 'burger-pizza', 'bakeries']","['beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1627,"['hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars', 'burger-pizza']","['beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1628,"['burger-pizza', 'hotels-lodgings', 'juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars', 'bakeries']","['beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'view-points']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'beauty-spas', 'cafes', 'monuments', 'gardens']",[]
1629,"['burger-pizza', 'juice-bars', 'art-galleries']",[],"['pubs-bars', 'hotels-lodgings']","['beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'restaurants', 'view-points']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'monuments', 'gardens']",[]
1630,"['burger-pizza', 'juice-bars', 'art-galleries']",[],"['pubs-bars', 'hotels-lodgings']","['beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'restaurants', 'view-points']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'monuments', 'gardens']",[]
1631,"['juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings']","['beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1632,"['juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings', 'bakeries']","['beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",[]
1633,"['restaurants', 'juice-bars', 'art-galleries']",[],"['pubs-bars', 'burger-pizza', 'hotels-lodgings']","['beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo', 'view-points']","['churches', 'resorts', 'dance-clubs', 'swimming-pools', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'monuments', 'gardens']",[]
1634,"['juice-bars', 'art-galleries']",[],"['restaurants', 'pubs-bars', 'burger-pizza', 'hotels-lodgings']","['beaches', 'parks', 'theatres', 'museums', 'malls', 'zoo']","['churches', 'resorts', 'dance-clubs', 'gyms', 'bakeries', 'beauty-spas', 'cafes', 'view-points', 'monuments', 'gardens']",['swimming-pools']
